"","number","sp","Dataset","TraitValue","TraitValueClean","Lat","Lon","DataContributor","TraitName","TraitNameClean","extra","extra2"
"616",616,"Salix lanata","""Herschel_2""","0.17","0.17","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"617",617,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"618",618,"Salix lanata","""Northeastern AK_Sag6""","0.72","0.72","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"619",619,"Salix lanata","""Abisko_Nadia""","18.04682577","18.04682577","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"620",620,"Salix lanata","""Northeastern AK_Sag9""","0.55","0.55","69.22103338","-148.7764762","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"621",621,"Salix lanata","""Kluane""","0.6","0.6","60.96552","-138.44399","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"622",622,"Salix lanata","""Herschel_4""","0.19","0.19","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"623",623,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.43","0.43","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"624",624,"Salix lanata","""Herschel_4""","0.2","0.2","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"625",625,"Salix lanata","""Kluane""","0.5","0.5","60.90119","-138.2582","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"626",626,"Salix lanata","""Northeastern AK_Sag6""","0.95","0.95","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"627",627,"Salix lanata","""Abisko_Nadia""","19.06047078","19.06047078","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"628",628,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.428","0.428","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"629",629,"Salix lanata","""Kluane_4""","0.51","0.51","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"630",630,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.423","0.423","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"631",631,"Salix lanata","""Kluane_5""","0.44","0.44","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"632",632,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"633",633,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"634",634,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"635",635,"Salix lanata","""Kluane_5""","1.02","1.02","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"636",636,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"637",637,"Salix lanata","""Kluane""","0.2","0.2","61.2147","-138.29757","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"638",638,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"639",639,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"640",640,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"641",641,"Salix lanata","""Kluane_6""","0.41","0.41","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"642",642,"Salix lanata","""Kluane""","0.5","0.5","60.90119","-138.2582","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"643",643,"Salix lanata","""Kluane_6""","0.69","0.69","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"644",644,"Salix lanata","""Staloluokta Sweden""","2.39","2.39","67.280889","16.717278","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"645",645,"Salix lanata","""Kluane""","0.37","0.37","60.96202","-138.40977","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"646",646,"Salix lanata","""Northwestern AK_N10""","1.3","1.3","68.04868089","-159.0881385","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"647",647,"Salix lanata","""Bylot""","14.861","14.861","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"648",648,"Salix lanata","""Kluane""","0.2","0.2","61.20581","-138.27721","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"649",649,"Salix lanata","""Kluane""","0.2","0.2","60.82741","-137.8601","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"650",650,"Salix lanata","""Herschel_4""","0.11","0.11","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"651",651,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"652",652,"Salix lanata","""Kluane""","0.3","0.3","61.24392","-139.08269","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"653",653,"Salix lanata","""Qikiqtaruk-Herschel Island""","10.19388464","10.19388464","69.57645","-138.994435","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"654",654,"Salix lanata","""Bylot""","17.104","17.104","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"655",655,"Salix lanata","""Pika Camp""","1.74","1.74","61.219","-138.28477","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"656",656,"Salix lanata","""Herschel_5""","0.23","0.23","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"657",657,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.312","0.312","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"658",658,"Salix lanata","""Northeastern AK_Sag9""","0.45","0.45","69.22103338","-148.7764762","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"659",659,"Salix lanata","""Herschel_2""","0.31","0.31","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"660",660,"Salix lanata","""Kluane""","0.2","0.2","60.82668","-137.858","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"661",661,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"662",662,"Salix lanata","""Herschel Island""","0.25","0.25","69.57798","-138.93608","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"663",663,"Salix lanata","""Kluane_6""","0.98","0.98","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"664",664,"Salix lanata","""Kluane Plateau""","0.665","0.665","60.96201","-138.41271","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"665",665,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"666",666,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"667",667,"Salix lanata","""Kluane""","0.2","0.2","60.95364","-138.4207","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"668",668,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.495","0.495","69.57677","-138.90984","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"669",669,"Salix lanata","""Kluane_4""","0.36","0.36","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"670",670,"Salix lanata","""Kluane""","0.3","0.3","60.95364","-138.4207","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"671",671,"Salix lanata","""Bylot""","17.984","17.984","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"672",672,"Salix lanata","""Dempster""","0.69","0.69","66.63282","-136.27624","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"673",673,"Salix lanata","""Kluane Plateau""","0.804","0.804","60.96727","-138.42202","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"674",674,"Salix lanata","""Kluane_6""","0.14","0.14","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"675",675,"Salix lanata","""Bylot""","16.615","16.615","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"676",676,"Salix lanata","""Kluane""","0.96","0.96","60.8966","-138.24828","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"677",677,"Salix lanata","""The VISTA Plant Trait Database""","8.19","8.19","62.7","11.08","""Eric Garnier""","""SLA"";;","SLA",NA,NA
"678",678,"Salix lanata","""Herschel_4""","0.15","0.15","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"679",679,"Salix lanata","""Herschel Island""","12.68306011","12.68306011","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"680",680,"Salix lanata","""Herschel_4""","0.17","0.17","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"681",681,"Salix lanata","""Kluane_5""","0.25","0.25","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"682",682,"Salix lanata","""Kluane_4""","0.37","0.37","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"683",683,"Salix lanata","""Herschel_2""","0.24","0.24","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"684",684,"Salix lanata","""Ecological Flora of the British Isles""","1","1",NA,NA,"""Henry Ford""","""PlantHeight"";;","PlantHeight",NA,NA
"685",685,"Salix lanata","""Kluane""","15.17631579","15.17631579","61.10549","-138.6618","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"686",686,"Salix lanata","""Herschel_4""","0.1","0.1","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"687",687,"Salix lanata","""Herschel Island""","0.32","0.32","69.57798","-138.93608","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"688",688,"Salix lanata","""Bylot""","14.44","14.44","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"689",689,"Salix lanata","""Northwestern AK_N5""","1.38","1.38","67.88658662","-158.3793281","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"690",690,"Salix lanata","""Kluane""","12.55897436","12.55897436","61.1726","-138.3824","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"691",691,"Salix lanata","""Herschel Island""","0.27","0.27","69.56987","-138.90081","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"692",692,"Salix lanata","""Kluane""","0.1","0.1","61.39901","-139.45416","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"693",693,"Salix lanata","""Qikiqtaruk-Herschel Island""","10.6117837","10.6117837","69.57677","-138.90984","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"694",694,"Salix lanata","""Kluane_4""","0.59","0.59","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"695",695,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"696",696,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.545","0.545","69.57794","-138.94218","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"697",697,"Salix lanata","""Qikiqtaruk-Herschel Island""","10.40228789","10.40228789","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"698",698,"Salix lanata","""Kluane""","1.3","1.3","60.96535","-138.44617","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"699",699,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.431","0.431","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"700",700,"Salix lanata","""Herschel_2""","0.14","0.14","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"701",701,"Salix lanata","""Herschel_2""","0.26","0.26","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"702",702,"Salix lanata","""Hol""","0.47","0.47","60.69790789","7.934997917","""James D. M. Speed""","""PlantHeight"";;","PlantHeight",NA,NA
"703",703,"Salix lanata","""Kluane_6""","0.58","0.58","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"704",704,"Salix lanata","""Kluane_3""","0.33","0.33","61.22157","-138.26865","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"705",705,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"706",706,"Salix lanata","""Kluane_6""","0.13","0.13","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"707",707,"Salix lanata","""Kluane""","0.61","0.61","61.1726","-138.3824","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"708",708,"Salix lanata","""Kluane_5""","0.23","0.23","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"709",709,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"710",710,"Salix lanata","""Dempster""","0.85","0.85","66.63317","-136.27615","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"711",711,"Salix lanata","""Kluane_5""","0.31","0.31","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"712",712,"Salix lanata","""Bylot""","17.24","17.24","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"713",713,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"714",714,"Salix lanata","""Pika Camp""","0.22","0.22","61.219","-138.28477","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"715",715,"Salix lanata","""Kluane Plateau""","1.43","1.43","60.96727","-138.42202","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"716",716,"Salix lanata","""Northwestern AK_N10""","1.42","1.42","68.04868089","-159.0881385","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"717",717,"Salix lanata","""Kluane_5""","0.36","0.36","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"718",718,"Salix lanata","""Kluane_6""","0.25","0.25","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"719",719,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"720",720,"Salix lanata","""Bylot""","18.131","18.131","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"721",721,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"722",722,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"723",723,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"724",724,"Salix lanata","""Staloluokta Sweden""","2.3","2.3","67.280889","16.717278","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"725",725,"Salix lanata","""Kluane""","0.7","0.7","61.26305","-138.18247","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"726",726,"Salix lanata","""Northwestern AK_N10""","0.95","0.95","68.04868089","-159.0881385","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"727",727,"Salix lanata","""Kluane""","17.4375","17.4375","61.10549","-138.6618","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"728",728,"Salix lanata","""Northwestern AK_N10""","0.96","0.96","68.04868089","-159.0881385","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"729",729,"Salix lanata","""Herschel Island""","11.17532468","11.17532468","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"730",730,"Salix lanata","""Herschel_2""","0.25","0.25","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"731",731,"Salix lanata","""Herschel_2""","0.19","0.19","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"732",732,"Salix lanata","""The Xylem/Phloem Database""","1.5","1.5","66","60","""Fritz Schweingruber""","""PlantHeight"";;","PlantHeight",NA,NA
"733",733,"Salix lanata","""Herschel_2""","0.17","0.17","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"734",734,"Salix lanata","""Northwestern AK_N10""","1.3","1.3","68.04868089","-159.0881385","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"735",735,"Salix lanata","""Kluane""","0.5","0.5","60.82826","-137.87012","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"736",736,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"737",737,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"738",738,"Salix lanata","""Qikiqtaruk-Herschel Island""","10.16045627","10.16045627","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"739",739,"Salix lanata","""Kluane""","0.2","0.2","60.95661","-138.41556","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"740",740,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.372","0.372","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"741",741,"Salix lanata","""Abisko_Nadia""","19.4363937","19.4363937","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"742",742,"Salix lanata","""Herschel_2""","0.29","0.29","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"743",743,"Salix lanata","""Kluane""","0.4","0.4","60.96202","-138.40977","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"744",744,"Salix lanata","""Northwestern AK_N1""","0.89","0.89","67.9662727","-158.0198004","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"745",745,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"746",746,"Salix lanata","""Northeastern AK_Sag9""","0.5","0.5","69.22103338","-148.7764762","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"747",747,"Salix lanata","""Northeastern AK_Sag6""","0.68","0.68","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"748",748,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"749",749,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"750",750,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"751",751,"Salix lanata","""Kluane_6""","0.49","0.49","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"752",752,"Salix lanata","""Kluane_4""","0.33","0.33","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
