"","number","sp","Dataset","TraitValue","TraitValueClean","Lat","Lon","DataContributor","TraitName","TraitNameClean","extra","extra2"
"443",443,"Salix lanata","""Qikiqtaruk-Herschel Island""","11.61092715","11.61092715","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"444",444,"Salix lanata","""Bylot""","15.968","15.968","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"445",445,"Salix lanata","""Herschel_5""","0.24","0.24","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"446",446,"Salix lanata","""Abisko_Nadia""","17.74501927","17.74501927","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"447",447,"Salix lanata","""Abisko_Nadia""","17.08506024","17.08506024","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"448",448,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.445","0.445","69.57794","-138.94218","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"449",449,"Salix lanata","""Northeastern AK_Sag6""","0.69","0.69","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"450",450,"Salix lanata","""Northeastern AK_Sag6""","0.72","0.72","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"451",451,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"452",452,"Salix lanata","""Herschel_5""","0.14","0.14","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"453",453,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"454",454,"Salix lanata","""Qikiqtaruk-Herschel Island""","9.796788141","9.796788141","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"455",455,"Salix lanata","""Northeastern AK_Sag6""","0.87","0.87","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"456",456,"Salix lanata","""Northeastern AK_Gal""","0.24","0.24","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"457",457,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.321","0.321","69.57645","-138.994435","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"458",458,"Salix lanata","""Bylot""","17.789","17.789","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"459",459,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"460",460,"Salix lanata","""Kluane_4""","0.53","0.53","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"461",461,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"462",462,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"463",463,"Salix lanata","""Northeastern AK_Sag6""","0.33","0.33","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"464",464,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"465",465,"Salix lanata","""Herschel_4""","0.11","0.11","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"466",466,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.41","0.41","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"467",467,"Salix lanata","""Abisko_Nadia""","11.40185559","11.40185559","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"468",468,"Salix lanata","""Kluane_5""","0.35","0.35","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"469",469,"Salix lanata","""Northeastern AK_Sag6""","1.06","1.06","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"470",470,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"471",471,"Salix lanata","""Qikiqtaruk-Herschel Island""","9.736352357","9.736352357","69.57794","-138.94218","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"472",472,"Salix lanata","""Bylot""","17.045","17.045","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"473",473,"Salix lanata","""Kluane_5""","0.58","0.58","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"474",474,"Salix lanata","""Northeastern AK_Gal""","0.39","0.39","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"475",475,"Salix lanata","""Qikiqtaruk-Herschel Island""","11.58942065","11.58942065","69.57794","-138.94218","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"476",476,"Salix lanata","""Dempster""","0.44","0.44","66.63324","-136.27532","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"477",477,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"478",478,"Salix lanata","""Herschel_5""","0.09","0.09","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"479",479,"Salix lanata","""Herschel_5""","0.17","0.17","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"480",480,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"481",481,"Salix lanata","""Qikiqtaruk-Herschel Island""","14.39469129","14.39469129","69.57794","-138.94218","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"482",482,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"483",483,"Salix lanata","""Kluane_5""","0.48","0.48","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"484",484,"Salix lanata","""Kluane_4""","0.7","0.7","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"485",485,"Salix lanata","""Abisko_Nadia""","20.88809682","20.88809682","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"486",486,"Salix lanata","""Qikiqtaruk-Herschel Island""","11.6475827","11.6475827","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"487",487,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.454","0.454","69.57794","-138.94218","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"488",488,"Salix lanata","""Kluane_5""","0.66","0.66","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"489",489,"Salix lanata","""Bylot""","18.08","18.08","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"490",490,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"491",491,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"492",492,"Salix lanata","""Northeastern AK_Gal""","1.42","1.42","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"493",493,"Salix lanata","""Herschel Island""","14.32258065","14.32258065","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"494",494,"Salix lanata","""Northeastern AK_Sag6""","0.73","0.73","69.01690277","-148.8231235","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"495",495,"Salix lanata","""Herschel_5""","0.21","0.21","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"496",496,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"497",497,"Salix lanata","""Bylot""","15.616","15.616","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"498",498,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"499",499,"Salix lanata","""Herschel_3""","0.25","0.25","69.5771","-138.9209","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"500",500,"Salix lanata","""Qikiqtaruk-Herschel Island""","9.98019802","9.98019802","69.57794","-138.94218","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"501",501,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"502",502,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"503",503,"Salix lanata","""Bylot""","13.735","13.735","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"504",504,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"505",505,"Salix lanata","""Herschel_5""","0.26","0.26","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"506",506,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"507",507,"Salix lanata","""Qikiqtaruk-Herschel Island""","9.579346558","9.579346558","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"508",508,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"509",509,"Salix lanata","""Herschel_5""","0.15","0.15","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"510",510,"Salix lanata","""Herschel_5""","0.26","0.26","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"511",511,"Salix lanata","""Northeastern AK_Gal""","0.24","0.24","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"512",512,"Salix lanata","""Kluane_5""","0.46","0.46","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"513",513,"Salix lanata","""Herschel Island""","10.76875","10.76875","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"514",514,"Salix lanata","""Kluane_5""","0.38","0.38","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"515",515,"Salix lanata","""Kluane""","0.4","0.4","61.40056","-139.45559","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"516",516,"Salix lanata","""Kluane_5""","0.3","0.3","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"517",517,"Salix lanata","""Kluane""","1.2","1.2","61.39927","-139.46055","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"518",518,"Salix lanata","""Kluane_4""","0.61","0.61","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"519",519,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"520",520,"Salix lanata","""Abisko_Nadia""","16.87022152","16.87022152","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"521",521,"Salix lanata","""Northeastern AK_Gal""","0.21","0.21","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"522",522,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"523",523,"Salix lanata","""Northeastern AK_Sag9""","0.55","0.55","69.22103338","-148.7764762","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"524",524,"Salix lanata","""Herschel_2""","0.26","0.26","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"525",525,"Salix lanata","""Kluane_5""","0.42","0.42","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"526",526,"Salix lanata","""Herschel_2""","0.2","0.2","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"527",527,"Salix lanata","""Herschel_4""","0.13","0.13","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"528",528,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.374","0.374","69.57645","-138.994435","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"529",529,"Salix lanata","""Herschel_5""","0.36","0.36","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"530",530,"Salix lanata","""Kluane""","0.3","0.3","60.89526","-138.24793","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"531",531,"Salix lanata","""Kluane""","0.3","0.3","61.2147","-138.29757","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"532",532,"Salix lanata","""Qikiqtaruk-Herschel Island""","8.855405405","8.855405405","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"533",533,"Salix lanata","""Northeastern AK_Gal""","0.81","0.81","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"534",534,"Salix lanata","""Kluane_5""","0.59","0.59","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"535",535,"Salix lanata","""Dempster""","0.29","0.29","66.63222","-136.27443","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"536",536,"Salix lanata","""Kluane_5""","0.55","0.55","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"537",537,"Salix lanata","""Kluane Plateau""","1.445","1.445","60.96727","-138.42202","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"538",538,"Salix lanata","""Kluane""","0.74","0.74","61.1726","-138.3824","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"539",539,"Salix lanata","""Kluane""","0.7","0.7","60.8966","-138.24828","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"540",540,"Salix lanata","""Northeastern AK_Sag9""","0.54","0.54","69.22103338","-148.7764762","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"541",541,"Salix lanata","""The Global Leaf Traits""","12.84","12.84","62.68","11.11","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"542",542,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"543",543,"Salix lanata","""Abisko_Nadia""","13.64054679","13.64054679","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"544",544,"Salix lanata","""Qikiqtaruk-Herschel Island""","12.30016051","12.30016051","69.57677","-138.90984","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"545",545,"Salix lanata","""Herschel_5""","0.41","0.41","69.581","-138.9081","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"546",546,"Salix lanata","""Kluane_4""","0.26","0.26","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"547",547,"Salix lanata","""Northeastern AK_Gal""","0.26","0.26","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"548",548,"Salix lanata","""Qikiqtaruk-Herschel Island""","10.14553473","10.14553473","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"549",549,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"550",550,"Salix lanata","""Herschel Island""","12.39325843","12.39325843","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"551",551,"Salix lanata","""Northeastern AK_Gal""","0.26","0.26","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"552",552,"Salix lanata","""Northeastern AK_Gal""","0.68","0.68","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"553",553,"Salix lanata","""SLVR Varandei NAO""","2.5","2.5","68.67","58.5","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"554",554,"Salix lanata","""The VISTA Plant Trait Database""","0.2731","0.2731","62.7","11.08","""Eric Garnier""","""PlantHeight"";;","PlantHeight",NA,NA
"555",555,"Salix lanata","""Herschel_4""","0.15","0.15","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"556",556,"Salix lanata","""Bylot""","15.041","15.041","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"557",557,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"558",558,"Salix lanata","""Kluane""","0.4","0.4","60.90013","-138.26114","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"559",559,"Salix lanata","""Qikiqtaruk-Herschel Island""","20.20352997","20.20352997","69.56985","-138.89821","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"560",560,"Salix lanata","""Kluane_5""","0.16","0.16","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"561",561,"Salix lanata","""Herschel Island""","12.10483871","12.10483871","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"562",562,"Salix lanata","""Bylot""","16.796","16.796","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"563",563,"Salix lanata","""Kluane""","0.2","0.2","60.82741","-137.8601","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"564",564,"Salix lanata","""Kluane_5""","0.38","0.38","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"565",565,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"566",566,"Salix lanata","""Bylot""","14.649","14.649","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"567",567,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"568",568,"Salix lanata","""Herschel_4""","0.18","0.18","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"569",569,"Salix lanata","""Herschel Island""","0.26","0.26","69.57798","-138.93608","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"570",570,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"571",571,"Salix lanata","""Kluane_4""","0.45","0.45","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"572",572,"Salix lanata","""Herschel_4""","0.09","0.09","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"573",573,"Salix lanata","""Northeastern AK_Gal""","0.57","0.57","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"574",574,"Salix lanata","""Kluane_4""","0.35","0.35","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"575",575,"Salix lanata","""Qikiqtaruk-Herschel Island""","10.62539185","10.62539185","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"576",576,"Salix lanata","""Kluane""","1","1","60.8966","-138.24828","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"577",577,"Salix lanata","""Kluane Plateau""","1.81","1.81","60.96727","-138.42202","""Haydn Thomas""","""PlantHeight"";;","PlantHeight",NA,NA
"578",578,"Salix lanata","""Herschel_2""","0.15","0.15","69.5708","-138.892","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"579",579,"Salix lanata","""Abisko_Nadia""","19.06955602","19.06955602","68.37111","18.6586","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"580",580,"Salix lanata","""Northeastern AK_Gal""","0.81","0.81","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"581",581,"Salix lanata","""Kluane""","0.2","0.2","60.95364","-138.4207","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"582",582,"Salix lanata","""Herschel_4""","0.21","0.21","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"583",583,"Salix lanata","""Northeastern AK_Sag9""","0.38","0.38","69.22103338","-148.7764762","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"584",584,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"585",585,"Salix lanata","""Qikiqtaruk-Herschel Island""","11.48864418","11.48864418","69.57677","-138.90984","""Haydn Thomas"," Isla Myers-Smith""","SLA","""SLA"";;",NA
"586",586,"Salix lanata","""Herschel_4""","0.13","0.13","69.5767","-138.945","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"587",587,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"588",588,"Salix lanata","""Bylot""","17.203","17.203","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"589",589,"Salix lanata","""Qikiqtaruk-Herschel Island""","0.31","0.31","69.58015","-138.92355","""Haydn Thomas"," Isla Myers-Smith""","PlantHeight","""PlantHeight"";;",NA
"590",590,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"591",591,"Salix lanata","""Kluane_4""","0.12","0.12","60.96118","-138.41035","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"592",592,"Salix lanata","""Bylot""","16.52","16.52","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"593",593,"Salix lanata","""The VISTA Plant Trait Database""","0.278","0.278","62.7","11.08","""Eric Garnier""","""PlantHeight"";;","PlantHeight",NA,NA
"594",594,"Salix lanata","""Kluane""","0.5","0.5","60.81328","-138.7458","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"595",595,"Salix lanata","""Kluane_6""","0.1","0.1","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"596",596,"Salix lanata","""Kluane_5""","0.56","0.56","60.95940398","-138.419984","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"597",597,"Salix lanata","""Herschel Island""","10.23664122","10.23664122","69.5749","-138.8631","""Isla Myers-Smith""","""SLA"";;","SLA",NA,NA
"598",598,"Salix lanata","""SLYL Laborovaya YNAO""","2.6","2.6","67.95","68","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"599",599,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"600",600,"Salix lanata","""Northeastern AK_Gal""","0.39","0.39","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"601",601,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"602",602,"Salix lanata","""Kluane_6""","0.72","0.72","60.9644","-138.4125","""Sandra Angers-Blondin""","""PlantHeight"";;","PlantHeight",NA,NA
"603",603,"Salix lanata","""The Global Leaf Traits""","8.19","8.19","62.78","11.03","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"604",604,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"605",605,"Salix lanata","""Kluane""","0.3","0.3","60.95661","-138.41556","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"606",606,"Salix lanata","""Kluane""","0.6","0.6","60.82826","-137.87012","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"607",607,"Salix lanata","""Kluane""","0.2","0.2","60.82927","-137.87121","""Isla Myers-Smith""","""PlantHeight"";;","PlantHeight",NA,NA
"608",608,"Salix lanata","""Bylot""","17.111","17.111","73.15","-79.95","""Laurent Lamarque""","""SLA"";;","SLA",NA,NA
"609",609,"Salix lanata","""Northwestern AK_N5""","1.01","1.01","67.88658662","-158.3793281","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"610",610,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"611",611,"Salix lanata","""Northwestern AK_N5""","1.49","1.49","67.88658662","-158.3793281","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"612",612,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"613",613,"Salix lanata","""SLYR Yuribei River YNAO""","2.8","2.8","68.91","70.23","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
"614",614,"Salix lanata","""Northeastern AK_Gal""","0.21","0.21","68.47950242","-149.4954564","""Katie Christie""","""PlantHeight"";;","PlantHeight",NA,NA
"615",615,"Salix lanata","""Staloluokta Sweden""","2.32","2.32","67.280889","16.717278","""Bruce C. Forbes""","""PlantHeight"";;","PlantHeight",NA,NA
